,point.params.X_DUT_M1M2_W,point.params.X_DUT_M1M2_L,point.params.X_DUT_M1CM2C_W,point.params.X_DUT_M1CM2C_L,point.params.X_DUT_M3M4_W,point.params.X_DUT_M3M4_L,point.params.X_DUT_M3CM4C_W,point.params.X_DUT_M3CM4C_L,point.params.X_DUT_M5_W,point.params.X_DUT_M5_L,point.params.X_DUT_M5_NG,point.params.X_DUT_M6_W,point.params.X_DUT_M6_L,point.params.X_DUT_V_BIAS_1,point.params.X_DUT_V_BIAS_2,point.score,fit_summary.ugf.curr_val,fit_summary.ugf.score,fit_summary.dcgain.curr_val,fit_summary.dcgain.score,fit_summary.pm.curr_val,fit_summary.pm.score,fit_summary.v(inoise_total).curr_val,fit_summary.v(inoise_total).score,fit_summary.i(idd_total).curr_val,fit_summary.i(idd_total).score,fit_summary.tsettle.curr_val,fit_summary.tsettle.score
10,1.562071158624656e-05,1.9969790767308145e-06,1.155012546896607e-05,6.042468704615065e-07,5.909221897110453e-05,4.2882535480061024e-07,9.573910607885322e-05,1.9646700079999217e-06,0.0001708474643516795,8.13834099281089e-06,3,3.682622886299723e-05,9.896911715524098e-06,0.901634286167364,1.1225000228590944,-10.125981206565745,209406100.0,0.12299662079358138,32.69599,-8.304009999999998,58.0,0.0,0.0006293193768266101,27.99480791611216,3.921971206565747e-05,-1.8219712065657465,3.193360000000002e-07,0.0
11,2.6139790642098322e-05,1.868812179761859e-06,1.2154603557420057e-05,7.198635515755289e-07,5.548338954277009e-05,2.6334176253868973e-07,9.216850760507543e-05,2.095650863157639e-06,9.822422502644819e-05,6.9257147567877925e-06,2,2.6846626459409812e-05,9.758285470222262e-06,0.8950468422086851,1.1846105478948474,-11.85366052260701,233450800.0,4.597607179587475,30.74002,-10.259979999999999,69.0,0.0,0.0005148510187964549,36.713760663046166,3.693680522607011e-05,-1.5936805226070105,2.8483500000000013e-07,0.0
12,2.845631492589648e-05,1.2098823049097727e-06,1.5806142835842127e-05,2.71053386186065e-07,4.935602058805535e-05,4.09973389955011e-07,0.00015158146903461963,2.0506906699061737e-06,0.00012703482014940254,5.250606436075984e-06,2,4.0999649862888523e-05,8.575007646377074e-06,0.8115561701127096,0.9716814034915253,-12.061020841465146,244210800.00000003,6.554557157719315,30.2529,-10.7471,69.0,0.0,0.0005899786117952384,30.798291543581385,3.413920841465147e-05,-1.3139208414651466,2.52557e-07,0.0
13,2.6139790642098322e-05,1.5536077563345757e-06,1.2154603557420057e-05,5.07369693914252e-07,0.00011543725005445417,2.761039285981074e-07,3.087662503565403e-05,1.6779991431128096e-06,0.00018794146341920173,9.839663073562093e-06,2,5.489406500665792e-05,9.758285470222262e-06,0.7776716695771041,1.0709740414595956,-12.2179592152833,188268300.0,-1.7317,31.23192,-9.768080000000001,54.0,0.0,0.0007536010236998156,20.167770336328587,2.818179215283298e-05,-0.7181792152832979,3.0242200000000003e-07,0.0
14,1.562071158624656e-05,2.2863690726298303e-06,3.93852147650053e-05,6.042468704615065e-07,5.909221897110452e-05,4.2882535480061024e-07,9.673031750944197e-05,2.0022120532463634e-06,0.0001377814113468639,8.13834099281089e-06,3,1.9793639342986076e-05,9.896911715524098e-06,0.901634286167364,1.1225000228590942,-12.421072075904616,192128000.0,0.0,32.57775,-8.422249999999998,53.0,0.0,0.000608854319722679,29.430579146601865,6.098822075904618e-05,-3.998822075904618,3.01202e-07,0.0
15,2.5531339607978424e-05,1.8664172062236186e-06,1.6617465863506778e-05,2.3840264660370773e-07,5.448183728247134e-05,4.183171015694611e-07,0.00010511481552035209,2.0952825401186573e-06,0.00013411013285510157,6.913501114106665e-06,3,3.1355739082527154e-05,9.722615987926775e-06,0.9370766464021859,1.0487603071843465,-12.484785982100265,218428600.00000003,1.709020747179003,30.35756,-10.64244,60.0,0.0,0.0005334435115116844,35.173074610059196,3.942345982100264e-05,-1.8423459821002641,2.73476e-07,0.0
16,2.3097535471498874e-05,1.8664172062236186e-06,3.446891508785362e-05,2.3840264660370702e-07,5.047562824127634e-05,4.183171015694611e-07,0.00010511481552035209,2.0938092479627274e-06,0.00013411013285510157,6.864646543382156e-06,4,3.1355739082527154e-05,9.579938058744827e-06,0.9370766464021859,1.0487603071843465,-12.631881219258466,191040099.99999997,0.0,29.84076,-11.15924,55.0,0.0,0.0005443085339223301,34.29740396575369,3.572641219258465e-05,-1.4726412192584644,2.9726799999999985e-07,0.0
17,6.821610686550536e-05,1.8688121797618585e-06,1.2154603557420057e-05,7.198635515755289e-07,5.5483389542770074e-05,2.63341762538689e-07,7.392126798760922e-05,2.0956508631576386e-06,9.822422502644817e-05,6.92571475678779e-06,2,2.6846626459409812e-05,9.203780489014918e-06,0.8686970663739689,1.1846105478948474,-12.753596372497032,213819200.0,0.7827405575994018,29.76567,-11.23433,60.0,0.0,0.0003961962330697686,48.09088410351146,3.619266372497032e-05,-1.5192663724970314,2.6798999999999995e-07,0.0
18,6.75960986075476e-05,1.4159223177681473e-06,1.384657771671895e-05,2.2164470837279008e-07,1.64075658971137e-05,2.437907568257893e-07,0.0001061910103725807,8.873130263961399e-07,0.00015060471696134314,4.306644197504833e-06,5,7.164041379734591e-05,9.958692347169233e-06,1.1883692393171723,1.0486950177550132,-12.844560000000001,248492599.99999997,7.309416542992629,28.15544,-12.844560000000001,63.0,0.0,0.0005511315696463366,33.75638943188644,1.900292310413513e-05,0.00668100185314662,2.519159999999999e-07,0.0
19,9.945434773761011e-05,1.8688121797618579e-06,1.2154603557420057e-05,7.458089662543431e-07,5.5483389542770074e-05,2.537886313239479e-07,7.392126798760922e-05,2.095650863157638e-06,9.822422502644816e-05,6.423858391448439e-06,2,2.6846626459409812e-05,9.087629402333657e-06,0.8686970663739689,1.0980594974239082,-13.051782556364936,208849000.00000003,0.23868945942187675,29.638270000000002,-11.361729999999998,57.0,0.0,0.0003528811711129902,53.11906970253201,3.790052556364938e-05,-1.690052556364938,2.53808e-07,0.0
20,4.9608284040094434e-05,1.3570112058868742e-06,2.618047785575208e-05,3.959271275243598e-07,2.512878967728267e-05,2.9575843531215015e-07,9.791531558620483e-05,2.5218543932454125e-06,0.00015879947993193935,3.57431988630092e-06,4,7.093019687996342e-05,9.139424929062443e-06,1.0880567234898004,1.010940880734552,-13.061571677710448,198999900.0,0.0,28.14574,-12.85426,68.0,0.0,0.0004883611650439201,39.00780619736397,2.307311677710448e-05,-0.20731167771044778,2.64847e-07,0.0
21,0.00015720657434889924,2.0822449165197725e-06,6.589715669316654e-06,4.0462537461099207e-07,0.00011951285690529534,2.5573517867362044e-07,0.00011111592141957761,2.225979601922415e-06,0.00013623626755467785,8.625419397800588e-06,1,2.846980071755199e-05,9.664394579835068e-06,0.6549459540912944,1.055741338811897,-13.394142714808428,189273300.0,-0.7267,33.52248,-7.477519999999998,71.0,-2.2222222222222223,0.0003332662260806499,55.602787954937625,5.067700492586208e-05,-2.967700492586208,3.0948800000000005e-07,0.0
22,7.85097257084436e-05,1.5708540953366131e-06,1.8259762508568143e-05,2.0449541153717515e-07,0.0001178682443014658,2.489745713843171e-07,5.0037211657639564e-05,2.829301164329144e-06,0.0001860830339483565,8.6701656526774e-06,4,3.2731583653412475e-05,8.962417519055536e-06,0.8404593777269488,0.956878713765168,-13.704718899600481,221618700.0,2.3387108272686903,29.423859999999998,-11.576140000000002,52.0,0.0,0.0003517046245039278,53.2641104280532,4.228578899600479e-05,-2.1285788996004786,2.9416700000000023e-07,0.0
